global_object_id,field_id,mean_ra,mean_dcl,sigma_ra,sigma_dcl,n_epochs,flux_u,sigma_flux_u,flux_v,sigma_flux_v,flux_g,sigma_flux_g,flux_r,sigma_flux_r,flux_i,sigma_flux_i,flux_z,sigma_flux_z
526912,79,179.559726966064,-2.2403671,5.0573202E-4,4.662798E-4,3,260.34592,2.9218915,260.34592,2.9218915,1301.1104,21.266769,2405.3738,40.979755,182.22676,5.6539602,3177.1238,78.53894
526976,79,178.583145473941,-1.50393314,0.0033472269,0.0031854182,3,2.6883349,0.27777287,2.6883349,0.27777287,25.038177,0.63249815,67.18663,1.4624916,96.604729,1.5408833,119.65903,2.350405
527168,79,179.041002471892,-1.77158562,0.0019860754,0.0018387366,3,23.886816,0.572267,23.886816,0.572267,91.092308,1.5695802,160.14359,3.399493,205.28058,3.7116549,229.07405,3.2409506
706304,79,180.553589903817,-0.89649219,0.0012974262,0.0012824986,3,85.963264,1.8716192,85.963264,1.8716192,302.91711,6.683023,466.10248,7.6875329,562.55743,10.409615,588.45642,6.3250613
706368,79,180.552220272383,-0.8879034,0.0090604108,0.0083588427,3,3.5677409,0.34943828,3.5677409,0.34943828,17.970249,0.43989965,44.985455,0.79132897,69.129402,1.3308867,94.912163,1.4825817
706560,79,179.624703490598,-0.171508,0.004552424,0.004351432,3,8.7916956,0.39728442,8.7916956,0.39728442,36.703533,0.53262711,65.176224,1.5322112,74.239052,1.6714628,80.426865,1.9294273
706688,79,178.427290491874,-0.3526918,0.0019521243,0.0018041176,3,6.6524692,0.38971314,6.6524692,0.38971314,77.602608,1.1372267,300.00677,5.8377805,745.95758,13.497685,1226.9338,19.576864
706752,79,180.075510941793,-0.22893921,0.0026016457,0.0025214246,3,19.317234,0.52887309,19.317234,0.52887309,83.187943,0.98654211,150.34802,2.8438599,178.01697,2.4602201,203.17506,3.9605591
707392,79,178.295323493349,-0.40952507,0.0020664227,0.001950202,3,8.6799393,0.43949237,8.6799393,0.43949237,88.967361,1.3014755,276.9342,5.394619,431.09402,7.8182282,550.82025,8.9324884
707456,79,179.512998739424,-0.0716793,0.0016986728,0.0015491891,3,6.9998488,0.36763924,6.9998488,0.36763924,85.816055,1.7439502,331.41696,5.1760001,692.04352,16.174282,1093.6407,24.374712
707520,79,178.455166359074,-0.34334007,0.0043373234,0.0040463195,3,3.66623,0.35962307,3.66623,0.35962307,29.586411,0.47130892,81.504265,1.619661,116.6534,2.1553376,139.79105,2.5251157
707840,79,180.320995706998,-0.78053397,7.0913124E-4,7.0398638E-4,3,203.12784,4.1820507,203.12784,4.1820507,866.74622,19.073215,1387.9617,22.817982,1623.7124,29.96682,1761.9933,18.160269
707904,79,178.449406091612,-0.76164073,7.7812886E-4,7.4932055E-4,3,348.2417,11.099907,348.2417,11.099907,1084.7332,19.88682,1574.45,25.315142,1795.7196,35.203545,1826.4448,19.4485
708032,79,179.658017653859,-0.42772595,0.0010344828,9.6144283E-4,3,226.39659,6.6058788,226.39659,6.6058788,654.67517,15.05927,928.69427,13.338508,1077.3732,32.151562,1045.5914,15.774936
708096,79,178.758980988435,-0.50192372,0.0013823616,0.0013591673,3,25.268021,0.76439106,25.268021,0.76439106,208.59766,3.2637763,496.12531,7.6238203,685.92194,13.274394,794.05054,16.203588
